,ci_hijo,nombre_hijo,edad_hijo,ci_persona
5097,0077683934,Lauren Patterson,9,6092892917
5098,0796760733,Christopher Robles,4,7193207973
5099,7996580164,Gregory Fields,6,5755688353
5100,3303233263,Martha Griffith,4,6542619435
5101,3927043387,Lisa Simmons,6,0970208221
5102,1942018342,Alexander Bean,6,5298085329
5103,2357087289,Susan Short,3,6544565237
5104,4622493239,Charles Fields,0,6355900681
5105,2090361633,Sandra Parker,5,7549369369
5106,2696667942,Angela Byrd,0,6084981731
5107,2779639522,Kyle Taylor,0,7008582339
5108,4478702606,Shirley Hernandez,3,3077959187
5109,9953113697,Nicholas Williamson,3,4731443550
5110,7846093609,Amanda Glover,7,0979763412
5111,1306932923,Eric Davis,1,6083091757
5112,3838434014,Julie Smith,3,7956736525
5113,4706632786,James Ortega,8,0965728455
5114,0069550515,Jennifer Stokes,6,1808595399
5115,5049595458,Edward Joseph,0,0945584013
5116,5652228053,Charles Shea,9,2591657246
5117,4015007139,Dr. Ashley Nelson,5,7771374947
5118,5444587916,Tracy Tucker DDS,9,8231524387
5119,7421078576,Heather Craig,1,0083720957
5120,0923073237,Phillip Cameron,6,3981845493
5121,1915706831,Alan Patterson,6,0379759506
5122,1841165839,Arthur Burns,3,2395276683
5123,2701897099,Donald Blankenship,6,6342228896
5124,9311361836,Patricia Walker,1,7310949419
5125,7499131264,Hannah Hernandez,3,9018842430
5126,7235668212,Sergio Schroeder,4,2756051411
5127,8967957241,Darlene Jackson,8,1921108198
5128,6224911926,Eric Harris,5,5303564969
5129,8233409939,Juan Fox,4,8815539970
5130,4712617467,Denise Baldwin,4,8158612309
5131,5888768788,Julie Rowe,3,2352135739
5132,8350690058,Andrew Powers MD,2,6886685087
5133,3423962965,Alicia Perez,1,1049717697
5134,7954640396,Jonathan Lewis,1,2471868954
5135,2095312801,Natalie Williams,8,9011171216
5136,9347944551,Joseph Jenkins,0,7328326460
5137,5867036754,Thomas Nolan,6,5594983131
5138,1010192680,Stacy Willis,8,8634017885
5139,8167257875,Thomas Marsh,1,2891950062
5140,0601597180,Sharon Lee,0,8256361921
5141,4029505312,Tiffany King MD,7,3365726917
5142,0277219981,Ian Mata DDS,0,2968982696
5143,4888785220,John Mosley,2,2286564480
5144,0661495189,Maria Clark,7,1127543680
5145,0739917592,Jordan Pineda,5,7862939647
5146,2162792467,Brenda Taylor,7,9171172561
5147,2924238178,Christina Pennington DVM,0,7296483890
5148,0395674230,Erin Cooper,2,9803810895
5149,6847571061,Juan Love,4,0676851704
5150,0882074799,Michael Harper,3,6400074731
5151,3363421832,Kristina Jackson,0,1743249123
5152,3751738766,John Gonzalez,0,1739462300
5153,9030980354,Shane Williams,6,0641237533
5154,0975209740,Douglas Evans,2,2377889240
5155,1390153020,Nicole Ferguson,5,7023912075
5156,1890781068,Brian Jones,3,5314917986
5157,7291087881,Margaret Reese,1,1302843354
5158,6198686903,William Green,9,3124814354
5159,3334110835,Hunter Le,6,6409659296
5160,9264895740,Casey Brown,0,4578082155
5161,8896732802,Lisa Long,3,8057550814
5162,2049010776,Matthew Estrada,8,3388015672
5163,9375959109,Christopher Harris,1,7191425187
5164,6885704594,Anthony Benjamin,5,6679477975
5165,6853321546,David Fisher,5,3566334252
5166,4648402253,Karen Fuller,3,0397065653
5167,1272360398,Judy Castro,4,0908206741
5168,4759755741,James Rodriguez,2,3849323138
5169,9875543455,John Carter,7,5673150940
5170,0323443912,Amy Cooper,8,8604414878
5171,2300217889,Richard Lawrence,1,7914722526
5172,2373140864,Jennifer Barnett,7,8281230136
5173,0149886919,Austin Anderson,9,6881853209
5174,3060741014,Kyle Nelson,0,8131578908
5175,6470191804,Dustin Gutierrez,2,9884157573
5176,0281878036,Christopher Cole,7,8745820907
5177,6750780022,Barbara Harris,0,1311853231
5178,4834160246,Crystal Garcia,6,7422097275
5179,1480129297,Sara Poole,7,3698957455
5180,6906432691,Jennifer Cisneros,4,9223159170
5181,8080250142,Christopher Mullins,7,5217248040
5182,7321162425,Derek Rowe,7,8053250090
5183,6273732719,Christian Johnson,3,5826250476
5184,1032392376,Steve Edwards,6,1617466485
5185,6935003909,Barbara Douglas,3,8927518920
5186,3890720799,Kristin Marquez,9,6181099928
5187,6718960501,Charles Doyle,4,1663570607
5188,4184972537,Tricia Thompson,7,6459016352
5189,3607830395,Luke Navarro MD,0,7912392955
5190,9831516750,Robert Kirby,1,3330544021
5191,5885719584,Jennifer Green,9,5852985523
5192,1245247319,Billy Rios,1,2853055834
5193,4224566785,Alexandra Romero,9,8053300218
5194,6050248307,Douglas Klein,7,8827258359
5195,9317563396,Mary Humphrey,1,0870389160
5196,6003230309,Dawn Green,7,0530668125
5197,4184494070,Jessica Lewis,2,0993189318
5198,9549957646,Stephanie Davis,3,6680478639
5199,2408776395,Vanessa Walsh,1,5472159008
5200,2036970217,Heather Kane,4,9372026452
5201,2897614334,Jacob Nelson,3,6141313046
5202,9884272390,Andrew Gonzales,5,4130002425
5203,9028891075,Emily Richards,1,1665660660
5204,6245910936,Misty Hogan,6,7816721847
5205,5970930103,Charles Jones,5,6665927950
5206,3135275570,Heather Welch,6,1081922187
5207,5557550911,Austin Ayers,3,4831250056
5208,8742148503,Jennifer Berry,1,9726715356
5209,4590213762,Kristin Williams,7,8438328231
5210,4277944074,Francis Christian,1,1602458271
5211,1164254249,William Hale,0,4665225377
5212,4247302423,Casey Thompson,6,5256193953
5213,5557564696,Ruben Hernandez,7,4528792870
5214,7798658417,Alicia Weeks,2,8459271399
5215,1402590103,Mrs. Lisa White,9,0828707148
5216,7892300872,John Calhoun,5,6688870927
5217,0327114491,Lacey Wilson,9,7867140681
5218,7699139207,Julie Lee,5,1383462799
5219,0537907113,Bridget Wilson,1,7872163834
5220,0292954760,Michael Hall,4,0275583718
5221,6006536747,Barbara Stevenson,0,6809088430
5222,7150374468,Elizabeth Ramirez,2,1250532620
5223,4459403883,Robert Vega,6,6942910877
5224,1545484381,Laura Beck,9,4481988450
5225,0962113339,Megan Martinez,3,2663426312
5226,2075134088,Tyler Carson,3,7518250545
5227,9078743983,Andrew Browning,3,4371228977
5228,5461949969,Timothy Marshall,9,0247215888
5229,0811116321,Corey Ortiz,1,6789745930
5230,6967848075,Debbie Boone,3,0185040900
5231,3882310891,Melissa Lewis,8,7485498333
5232,5134836318,Gabriel Fowler,3,2059527895
5233,9002411172,Heather Gray,6,0404680399
5234,3446236265,Ernest Kim,0,1938270247
5235,8180185950,Wesley Horton,8,3883170201
5236,8019850969,Timothy Carlson,3,1105266851
5237,2149779329,Todd Thompson,3,6124168270
5238,1477055643,Lynn Lopez,7,8923639323
5239,1621910550,Terrence Erickson,4,3167650517
5240,6351786443,David Cameron,5,6218967200
5241,1822550071,Jillian Miller,4,6351135731
5242,0423197691,James Alvarez,8,4443560874
5243,4556991208,Mark Burgess,3,3139067342
5244,2180116521,Melissa Newman,2,9359173556
5245,3743769309,Thomas Williams,9,0246662239
5246,6691552065,Mark Flores,2,1834846645
5247,7318541260,Jamie Hart,8,8013667174
5248,3884560696,Ryan White,9,3719549138
5249,0313183637,Michelle Martin,5,6270985510
5250,0553651551,Matthew Waller,4,3240647946
5251,0873485622,Timothy Warren,0,0981793586
5252,9234071624,Brittany Jones,8,4487171809
5253,6261935308,David Calderon,3,6071213125
5254,5287041582,Edward Vega,0,3749418626
5255,7729321418,Bradley Blevins,9,8288816759
5256,5129004294,Ryan Burke,1,6849651540
5257,0916926640,Gary Carter,0,8139673293
5258,5291070289,Dennis Torres,5,0540097702
5259,0279979729,Suzanne Taylor,8,6270513950
5260,4779974144,Christopher Lee,4,4188486320
5261,0096071021,Aaron Lowe,4,6044412560
5262,6122100371,Michelle Martin,4,0299989027
5263,1207547716,Daniel Torres,9,2394928888
5264,6143727374,Shawn Zhang,7,1059917737
5265,7217812683,Steven Myers,9,0954842710
5266,1819092439,Darrell Green,9,3646498778
5267,5424395676,Sydney Chandler,6,6529713008
5268,6975845314,Kelly Briggs,0,0189186611
5269,9004509306,John Salazar,1,3868869941
5270,2068755398,Courtney Gomez,3,0212570269
5271,4170258532,Lauren Sanchez,6,0289334373
5272,7046690644,Molly House,5,7716607778
5273,5764375799,Elizabeth Meyers,6,7318672555
5274,7818374674,William Love,6,6936402363
5275,2895871762,Sarah Fowler,0,0511288793
5276,8449979004,Mark Garcia,2,3162355181
5277,5868456292,Scott Mccarthy,3,0285482402
5278,5930702529,Susan Thompson,9,9892019519
5279,5670130768,William Gentry,2,8481251419
5280,7338512896,Billy Noble,5,0905997689
5281,8650228477,Jasmin Mills,6,6160267101
5282,4004365627,Deborah Harvey,3,3319851066
5283,7285535627,Deanna Welch,9,1690020709
5284,2111582127,Bryan Hunt,3,9754293465
5285,3873747376,Carol Brown,1,4908118527
5286,1005645337,Jennifer Harris,9,8721872445
5287,0602157567,Allison Davis,1,8660080786
5288,6036574874,Christopher Lee,4,1988895566
5289,8390437477,Mark Walls,9,3490521709
5290,8655881187,Alexandra Harris,5,7923150584
5291,1033471186,Cassandra Zuniga,6,9203545380
5292,5173139647,Mark Bowman,7,8358764484
5293,4192247559,Thomas Miller,5,2722862453
5294,0034095915,Brittany Evans,9,2743007516
5295,2045966055,Tammy Cunningham,6,0803438863
5296,7779080274,Paula Smith,7,0188431111
5297,9756560920,Clayton Moore,2,4551632722
5298,8137301624,Julia Wade,9,9997916735
5299,7564240463,Alexis Reed,0,6094662596
5300,0193861766,Eric Henry,2,0188157056
5301,7768899531,Brandi Johnson,1,2856057477
5302,5573880040,John Skinner,1,7114357577
5303,4313775183,Lisa Moran,8,8804625628
5304,7208079520,Jennifer Wright,0,1796722106
5305,0567803873,Jesse Ramirez,1,5698818181
5306,8647433683,Eduardo Green,3,6102877566
5307,9254944387,Michelle Garza,9,0932978059
5308,6016435171,Jared Roy Jr.,4,1647632601
5309,2081586221,Robin Nichols,3,3907638957
5310,1607804761,Larry Gutierrez,9,2795590370
5311,9752251076,John Adams,7,2860137617
5312,7206382442,Benjamin Robinson,6,0187430836
5313,3295561297,Benjamin Smith,0,3367174797
5314,3922210727,Stacy Escobar,3,6151044802
5315,7393686787,Laura Archer,0,1165068466
5316,9983846015,Carrie Marshall,2,9650877340
5317,1644745775,Kenneth Jones,8,4160620631
5318,2614264138,Preston Peterson,5,7056223902
5319,1859858583,Jennifer Fox,4,0671445639
5320,3108191552,Joseph Brown,0,7814894480
5321,4711725526,Debra Thompson,5,0924083074
5322,9704754808,Jordan Meadows,2,3123331036
5323,5398455050,Raymond Rios,5,7295151762
5324,7639149151,Jessica Parker,6,9248191269
5325,2123836498,Erin Rodriguez,9,2058612220
5326,5456889082,Kristen Dunn,3,9401651728
5327,4855470061,Shelly Wade,1,4626855384
5328,3302314406,Lee Yang,6,9985986842
5329,5851762389,Bradley Roth,7,2049485201
5330,8550393601,Jeremy Rogers,8,2274423157
5331,8585158947,Heather Wall,2,3104362030
5332,8915229909,Shannon Smith,6,0321082755
5333,3911719546,Zachary Butler,5,9357224246
5334,2676355561,Carrie Barry,9,4268140692
5335,0091000422,Amber Woods,9,5249762176
5336,8760434521,Jared Webb,1,6932595148
5337,6926365365,Kyle Russell,2,2226550338
5338,5675500193,Tiffany Ramirez,6,6828185968
5339,3172433101,Michael Clark,7,0825281817
5340,0819032596,Vickie Wells,9,4608322487
5341,5229384707,David Robertson,2,6868086010
5342,0428209585,Edward Myers,6,2351212476
5343,7191427317,Michael Bell,4,4574297986
5344,5462391286,Laura Martinez,9,4979011567
5345,2020714953,Mrs. Emily Cantu,6,3083805290
5346,5682915262,Rhonda Rodriguez,4,4589888106
5347,2055057090,Cheryl Golden,0,4507635927
5348,2020218056,Alexandra Miller,8,4017856041
5349,5592389404,Melissa White,0,2241120387
5350,1442548008,Michael Vang,6,6978178234
5351,8758746944,Kathryn Mercer,4,9279172498
5352,8858007026,Kendra Santana,6,0302134274
5353,5567197919,Diana King,3,5051098118
5354,9919702519,Miss Candace Williams,9,8351972524
5355,2708445151,Deborah Meza,1,3999605632
5356,8026970824,Jeffrey Brown,4,3646320827
5357,8483696996,Kristina Ramirez,3,1400085440
5358,2862272757,Christina King,9,8885119264
5359,4412421257,Miss Jennifer Taylor MD,6,6521681081
5360,2895429316,Timothy Phillips,5,3950531947
5361,6879030662,Alyssa Hunter,4,7909338144
5362,6782427480,Madison Johnston,9,9246199794
5363,6180526924,Mrs. Meagan Lamb,4,1378708456
5364,0309280448,Carrie Chen,8,3156821748
5365,5300132549,Jonathan Johnson,9,8276499427
5366,7578097992,Dean Williams,0,3336137272
5367,5901519554,Donna Howard,7,3714144038
5368,0033725717,Tiffany Ballard,7,2781320191
5369,1643203569,Brooke Nguyen,9,1366415837
5370,2814462456,Diana Lee,7,9980820063
5371,7309145548,Micheal Riley,8,3831551294
5372,9793409277,Shelly Jenkins,0,7888511929
5373,0458034575,Jillian Jones,2,6005974534
5374,8912609270,Peter Lee,1,1836289581
5375,7782366383,Robert Johnson,3,3922531800
5376,3205459791,John Morgan,1,3138430061
5377,7638475132,Eddie Beck,3,3490751597
5378,5979908345,Samantha Chavez,3,6993473456
5379,9705676164,Jessica Cruz,0,7997940790
5380,9747727162,Alexandra Velasquez,2,1883715098
5381,9613142053,Christine Powell,8,9797691069
5382,3707936277,Sergio Clark,0,3847614481
5383,6547034596,Ashley Mcdowell,7,4940188164
5384,4304239048,Megan Velez,6,5997812098
5385,7984540533,Angela Castaneda,9,1351692753
5386,0545252229,Molly Pearson,1,9934326500
5387,0499514455,Vickie Grimes,5,6557142914
5388,0548210351,Kimberly Carpenter,2,2601436635
5389,3061343453,Brian Underwood,1,7148461300
5390,7234065301,Brandon Reese,5,6182011653
5391,2507302375,Christopher Camacho,3,4924005711
5392,0439152583,Katherine Monroe MD,9,6464341086
5393,8336622274,Rick Bright,8,8094799220
5394,5238924473,Mario Gould,8,1090162332
5395,3465434818,Luis Crane,0,1026179949
5396,0932231965,Zoe Fox,0,5899204090
5397,9593532441,Holly Bates,4,6723341176
5398,2286944102,Bruce Cobb,6,8226026140
5399,1227344118,Bryan Hunter,5,2359489972
5400,5883534798,Dr. Travis Brown,4,9567491944
5401,8868641545,Rebecca Hobbs,2,2906051472
5402,0262778212,Jessica White,5,4302221265
5403,2533278867,John Bell,7,6777069484
5404,4833513145,Kelly Ward,3,5783707367
5405,2174489722,Richard Hayes,5,0132616829
5406,1142284376,Matthew Chavez,8,7796923296
5407,6550366503,Rebecca Fuentes,6,2045816837
5408,3199369569,Katherine Sanchez,7,7363293872
5409,7816868656,Edward Riley,0,9693259022
5410,7759425528,Felicia Strickland,1,1039684224
5411,3167575364,Frank Lynch,6,3095802441
5412,0681790398,Thomas Carlson,9,6128980935
5413,7115979006,Angel Hull,6,4673014230
5414,6767303953,Lori Lopez,0,4433805205
5415,9731930492,Patrick Smith,5,3250700203
5416,7140636534,William Montgomery,5,0517486507
5417,4638064777,Anne Marshall,4,5630642268
5418,9688312097,Cassandra Powell,7,0924282839
5419,7270580749,Jose Schmitt,2,3442899715
5420,6480333394,Rhonda Mcconnell,4,4689126441
5421,0684176733,William Murray,5,8106896651
5422,7786970796,Carol Stevenson,9,5646524705
5423,7676116709,Lisa Mcguire,1,0418593983
5424,4051848016,Jeffrey Mcneil,5,2878831411
5425,4435863834,Eric Hudson,6,8197402511
5426,3100978983,Leslie Cooper,0,5819467644
5427,2996565898,Amber Johns,8,9577290610
5428,8314586863,Nicole Holt,6,1155014279
5429,5501009758,John Rios,0,9663294324
5430,8494316071,Walter Thompson,1,6153827167
5431,6649213099,Kevin Long,5,2944384970
5432,1131102827,Kelsey Nicholson,7,8267467776
5433,4359447514,Patricia Hensley,5,3606419853
5434,2539149263,Kimberly Turner,1,5586805353
5435,7375443163,Eric Simon,8,9969766438
5436,6938322676,Shannon Robertson,3,1855045428
5437,1839730207,Michael Quinn,1,1993508585
5438,7155739687,Robert Gonzalez,7,3145798138
5439,5881563666,Kelly Doyle,3,9536831795
5440,8612451712,Stephanie Harding,9,8204076614
5441,0551451711,Meghan Webb,2,3407350078
5442,7417864541,Scott Bass,2,9770120166
5443,8936643410,Angela Levy,9,5212035811
5444,5732728809,Kathryn Horne,9,5320051337
5445,9005925187,Wendy Martinez,1,5376672815
5446,0654325431,David Garcia,0,7335006447
5447,7997548408,Spencer Ritter,8,9234002953
5448,4603556111,Robert Cole,9,4310299725
5449,0637467416,Eric Frederick,3,8609511956
5450,5045366582,Gregory Myers,6,2270062453
5451,9221158059,William Thomas,3,0163672375
5452,7731555866,Brandy Rodriguez,3,9084111778
5453,5192492616,Michael Yates,4,5255508889
5454,9127265283,Sharon Calderon,3,5236835173
5455,6202126086,Erin Little,3,4129266334
5456,8013660010,Mary Ramsey,3,4625187845
5457,0658851998,Jessica Cooper,1,3378943360
5458,0272324960,Michelle Moreno,5,7463189565
5459,8868141393,Randall Macias,8,7208198145
5460,3419342685,Dr. Christopher Weeks,3,8025369070
5461,0190688500,Mark Orozco DDS,8,0628109178
5462,5534867696,Michael Baldwin,0,9882920522
5463,2061910944,Cheryl Garcia,0,5554547499
5464,9288041238,Martin Galvan,7,7174535266
5465,2076633703,Joyce Bass,6,0513433245
5466,2810811091,Ricardo Ray,5,0453324100
5467,1789357858,Tonya Sullivan,3,7514453068
5468,0816443924,Christine Dickerson,0,1253500715
5469,5698882003,Sandy Hansen,5,9958546266
5470,5761900614,Amanda Alexander,4,4544785010
5471,2989636484,Scott Brown,9,2014080460
5472,0020668937,Linda Morrow,2,4552118788
5473,4391437528,Kathryn Washington,8,8007225884
5474,0622836518,Michelle Harvey,7,7997167010
5475,7585909269,Edward Jacobson,0,5242818779
5476,6125053363,Barbara Mercer,1,1162232610
5477,5591259848,Troy Hernandez,1,6044261552
5478,9018448079,Jonathan Thompson,7,1298132305
5479,0129325738,Jacob Davis,5,7461198844
5480,7328037674,Deanna Lucas,1,4368230099
5481,6409045787,David Daniel,3,3710685283
5482,5973614074,Rebecca Fernandez,2,5525031604
5483,3880153706,Christopher Lopez,7,5759690769
5484,1594297953,Charles Rivera,7,3598098685
5485,4775306701,Brianna Hunt,2,8415501020
5486,6282608593,Joseph Fleming,7,3346835204
5487,0471334107,Aaron Harrison,1,6010414937
5488,5244333827,Peter Bauer,2,6744186110
5489,5594251531,Jacob Phillips,1,9429267358
5490,5110593066,Jason Brady,8,2705528118
5491,3074183449,Christina Young,2,5810613532
5492,6503148451,David Robinson,1,6079829119
5493,0768837902,Richard Campos,8,1505958447
5494,1194296290,Mark Hays,6,3513262373
5495,5881369395,Kristina May,2,8975724191
5496,1699243818,James Hill,9,4354033681
5497,8754770717,Holly Hill,3,3727188872
5498,6188506226,Brent Thomas,4,5940118213
5499,9512957192,Rebecca Anderson,2,8392994720
5500,8576855393,Donald Mathis,5,9351563429
5501,3346747035,Gregory Jefferson,2,8900713694
5502,9469254812,Chloe Freeman,3,7092428580
5503,9947643093,Elizabeth Wheeler,2,2195011562
5504,9878308952,Patrick Sanders,9,8643174644
5505,9086213582,Justin Bradford,5,6096406087
5506,8083964826,Kelli Cooper,1,5339672261
5507,3163451902,Brian Henry,1,7112888399
5508,5913544714,Timothy Stevenson,9,1333759414
5509,6489889271,Michael Newman Jr.,6,5638517118
5510,3855162400,Kimberly Adams,6,8535847710
5511,7122671029,Amber Burns,9,0557178231
5512,2812481710,Brian Coleman,5,6376119459
5513,8149278201,Sandra Hernandez,6,8759185315
5514,4279657125,James Weeks,2,3111635692
5515,8380011373,Steven Cortez,3,6308191628
5516,9327658623,Robert Craig,5,0746496542
5517,4414167884,Robert Martin,5,6924197687
5518,0086307349,Deborah Mason,3,7421638162
5519,9129142475,James Bryant MD,4,3429127409
5520,4150231906,Mary Roth,5,0893020438
5521,2280513131,Lawrence Ray,2,2787008698
5522,3640231852,Sabrina Lewis,2,7536311044
5523,5657178643,Scott Short,4,2427664024
5524,6596537997,Bryan Welch,1,1927646482
5525,2576090331,Julie Garcia,2,1812772242
5526,5461585902,Alicia Ayala,0,4078951797
5527,7063796202,Mike Horne,4,5935361995
5528,0907354524,Jason Greene,0,4932911560
5529,5648174543,Justin Grant,8,2559888185
5530,1701745891,Martin Harris,0,8145049936
5531,8761106417,John Martin,6,7713151735
5532,0222311748,Maxwell Little,9,0298107773
5533,9109126786,Anthony Massey,4,8816489438
5534,5714697898,Theodore Torres,4,8657302169
5535,8920940223,Vanessa Garcia,9,8267917890
5536,6806850719,Kimberly Brady,8,4300204413
5537,5308183910,Marie Hall,3,8871855858
5538,8808235457,Joshua Bennett,1,5886399948
5539,1761848375,Scott Smith,9,3388662018
5540,9013512523,Carl Butler,5,1432698198
5541,2758330430,John Davila,0,7790766998
5542,0058636286,Kimberly Henderson,2,8220795028
5543,9046951513,Patrick Hamilton,6,6355919444
5544,7967686786,Robert Bowman,2,4964511957
5545,2038593598,Heidi Frazier,4,6767755405
5546,0023943776,Miss Wendy Nguyen,4,6624282646
5547,5545222464,Lorraine King,4,1986461688
5548,0353479718,Deborah Lamb,1,1828230291
5549,1008864632,Martin Lamb,9,6377050645
5550,5867053872,James Weaver,9,7853213989
5551,3983787580,Jonathan Mayer,0,8567478717
5552,7671492963,Andrew Pollard,9,0899780547
5553,2814825068,Barbara Johnson,7,0489964148
5554,5191775052,Sharon Chapman,2,8326819218
5555,1051656187,Bethany Bryant,6,0445594781
5556,3451460449,Dawn Clark,2,1479313402
5557,9085651163,Courtney Smith DDS,1,7377525098
5558,3823512981,Julie Robinson,7,7571431549
5559,5077167300,Christopher Wood,2,8178276346
5560,6252800274,James Perry,4,0120402630
5561,2417568127,Diamond Mclaughlin,6,9799233982
5562,0252758481,Roy Ward,6,8665824848
5563,7746041040,Jessica Rice,1,6156705179
5564,1276786590,Melanie Scott,4,4343293803
5565,7411320963,Grace Banks,0,9183224802
5566,7514823221,Edward Ramirez,6,9093594633
5567,7289470961,James Bartlett,3,6649400297
5568,7145986229,Jasmine Oliver,2,0073919635
5569,7636728768,Leslie Thomas,7,4211213905
5570,1932212169,Matthew Beard,8,1667351483
5571,3941978733,Anne Cook,2,2806235420
5572,7751294647,Tina May,2,5384470524
5573,8681925396,Danielle Torres,5,3862581469
5574,8203046594,Stephanie Adams,9,7546934223
5575,8437482669,Eddie Williams,9,3124274482
5576,3828453223,Jeffrey Page,5,0349716285
5577,7898249660,Sherry Kane,9,8139665396
5578,7706034845,Alexander Barrett,4,6436922999
5579,6916998629,Darren Brooks,6,9562776873
5580,1082812120,James Meyer,3,4921833243
5581,9793041899,Michelle Brown,2,0308678097
5582,9831493589,Colton Garcia,8,7060130778
5583,9049763156,Brian James,2,4939753099
5584,2324279543,Joshua Oconnor,9,9239049613
5585,8130609139,Michael Perez,6,4542914605
5586,6643812519,Dominique Kirk,5,8607190226
5587,4526019659,John Williams,5,9559422440
5588,1816052346,David Joseph,3,8354779599
5589,6179675178,Mr. Thomas Miller,3,2098962303
5590,2030550526,Thomas Hernandez,3,3423669780
5591,6726165149,Angela Cross,7,8020552143
5592,9072859441,Victoria Bell,8,8851737443
5593,1146885930,Adam Lowe,1,8616175552
5594,3857360951,Jordan Sutton,2,9848107746
5595,9029141902,Melissa Durham,1,3296753137
5596,8053481679,Timothy Bradford,9,5162992173
5597,2791639108,Jennifer Brown,8,9855646186
5598,3765282737,Jordan Contreras,7,4387722269
5599,6946360901,Luis Martinez,9,1526025006
5600,0518865577,Ronald Bridges,5,4266320646
5601,7479603128,Carl Stevens,2,0570547525
5602,7860861307,Melinda Nguyen,9,8685230864
5603,1609516911,Michael Hernandez,2,8641682675
5604,6230232609,Mitchell Thomas,5,4140435963
5605,8268225396,Jennifer Bell,7,4025557380
5606,9712081073,Nicole Maxwell,5,5607485892
5607,7845076047,Heather Friedman,8,6158042589
5608,6029517816,Jonathan Morgan,5,0924705750
5609,6915603487,Jill Wagner,9,3731844406
5610,1660100983,Miss Sherri Larson MD,5,7719270415
5611,6656556395,Colleen Johnson,1,8080699580
5612,1417493689,Barbara Miranda,3,2626711819
5613,8638035824,Jeremiah Ramos,8,1754020420
5614,9185229823,Jasmine Alvarez,2,2183300883
5615,5096647941,Richard Scott,6,4715534721
5616,9545678813,James Jones,6,6032000063
5617,4354996747,Donna Warren,9,2128117504
5618,6870164155,Michele Leonard,2,8921907253
5619,0992779343,Claudia Best,2,3432422451
5620,6975504902,Joshua Jimenez,6,4047434352
5621,4321513749,Kenneth Long,1,8094788626
5622,2142041904,Joshua Kim,0,4161979306
5623,3945737322,Ian Hernandez,0,0871979834
5624,7747540385,Amber Miller,3,0430840175
5625,2947991546,Christina Dennis,3,6218955627
5626,0023145926,Max Perkins,4,0281885415
5627,4361238212,Roger Jackson,9,2764761112
5628,2975341061,Adriana Bruce,7,6922766752
5629,4930135630,Michele Wilcox,0,8050095373
5630,2265199321,Misty Cook,3,7502396510
5631,8714447610,Amy English,1,7656790582
5632,7403797762,William Campbell,5,3881252999
5633,2375559654,Lisa Espinoza,3,2387859894
5634,2679228136,Sharon Brewer,6,1929443303
5635,6606758746,Rebecca Taylor,2,6163635127
5636,0646523761,Theresa Norris MD,0,4432390975
5637,8053410398,Charles Banks,3,6105993543
5638,1548357952,Mrs. Sarah Holt DDS,0,9123147895
5639,6608114025,Alyssa Thomas,7,1487745961
5640,1457120841,Raymond Wilson,5,0222124432
5641,4391647640,Cynthia Stafford,3,0421641462
5642,5124657075,Nicole Vargas,3,6729535947
5643,9489667847,Hannah Velez,3,6851742507
5644,0804608570,Tyler Mendoza,3,2934332876
5645,3616216780,Timothy Graves,4,4390716976
5646,5495532872,Melissa West,4,0115531419
5647,0824169123,Nicole Garcia,0,6237585031
5648,3551222696,Allen Chambers,2,0579826109
5649,6456879186,Randy Lopez,5,4123190964
5650,0965157818,David Hernandez,7,7284116585
5651,6006842131,Mrs. Marissa Lee,0,4863652512
5652,6758003658,James Holmes,9,0870198270
5653,2527864106,Stacy Murphy,2,7857107092
5654,7939481679,Edward Robbins,6,5159575351
5655,9381656515,Jennifer Harris,1,5509067671
5656,3388652895,Michelle Lee,3,3105400219
5657,8076527295,Jeanette Woodward,9,4779022782
5658,4344451480,Steven Thompson,5,6340357700
5659,4041782395,Michael Hansen,1,9023999390
5660,7057650175,Joseph Wall,1,4316452051
5661,0160479794,Joshua Anderson,3,3583823564
5662,4747488200,Eric Mays,2,0243816857
5663,6791543720,Angel Murray,8,7977301183
5664,2392078337,Katherine Villarreal,7,7619703156
5665,3905553107,Stephanie Vargas,4,1802031768
5666,9325760389,Theresa Travis,7,1778116213
5667,5032481123,Kimberly Brown,7,4039142703
5668,5155110675,Crystal Marquez,8,5194171942
5669,5991305646,Michael Martin,6,4171314199
5670,3691066176,Mary Brown,6,4836599781
5671,9909001183,Carrie Potts,9,6786656679
5672,4851262223,Madison West,2,9796350935
5673,7662370036,Gregory Nichols,1,3335099604
5674,0509868286,James Johnson,5,6453373034
5675,5843928120,Billy Fox,1,2603723201
5676,3620658251,Stanley Andrews,5,8538392880
5677,3469299010,Blake Williams,8,6706429386
5678,2686105894,Teresa Scott,4,8837915114
5679,0341261126,Linda Washington,2,0680819759
5680,4574916353,Peter Humphrey,8,3527257131
5681,0641133262,Michelle Gill,0,9770844315
5682,4646272352,Kristin Perez,7,6421641587
5683,7159640993,Robert Robinson,9,4909644247
5684,9343373152,David Davis,1,1478169984
5685,5592424277,Melissa Webb,6,0091881549
5686,4992479925,David Garza,0,4730982414
5687,8176131609,Christine Jenkins,9,1884253620
5688,8977714268,Michael Johnson,1,2180270981
5689,4585891125,Amanda Barrett,5,3531098080
5690,8488097283,Anna Peters,3,1993289111
5691,3771644710,Julia Howard,4,5620048508
5692,7520905849,Anthony Morrison,6,6015557070
5693,5938410539,Stephen Daniels,7,7853507111
5694,6154914513,Austin Larson,8,7490024394
5695,2738388314,Michael Adkins,7,9719155281
